"","grant_title","id","organization","total_amount","group","Grant start date","start_month","start_day","start_year"
"407","Empleo con apoyo en trabajos competitivos para personas con Discapacidad Intelectual",408,"Fundación Leopoldo Donnebaum",500000,"low","03-03-2015","03","03","2015"
"408","Acogida a niños enfermos de regiones, en hogares M.J, S.R y R.P",409,"Fundación María Jesús Vergara",3918660,"low","12-23-2015","12","23","2015"
"409","17  PLAZAS R.M. SAN BERNARDO Y LA FLORIDA",410,"Fundación Mi Parque",39650000,"medium","09-07-2015","09","07","2015"
"410","19  PLAZAS REGION METROPOLITANA",411,"Fundación Mi Parque",37795000,"medium","05-05-2015","05","05","2015"
"411","21  PLAZAS  R.M. COLINA-CERRILLO Y LAMPA",412,"Fundación Mi Parque",85114590,"high","10-26-2015","10","26","2015"
"412","Areas Verdes - Rancagua",413,"Fundación Mi Parque",12500000,"medium","08-28-2015","08","28","2015"
"413","Areas Verdes Educativas",414,"Fundación Mi Parque",44650000,"medium","01-02-2015","01","02","2015"
"414","CANCHAS PARA CHILE",415,"Fundación Mi Parque",262875221,"high","11-27-2015","11","27","2015"
"415","CANCHAS PARA CHILE, RENCA",416,"Fundación Mi Parque",20000000,"medium","11-13-2015","11","13","2015"
"416","ESCALERA BUENA VENTURA ARGANDOÑA, COQUIMBO",417,"Fundación Mi Parque",30000000,"medium","04-10-2015","04","10","2015"
"417","JARDIN INFANTIL LAS AZUCENAS",418,"Fundación Mi Parque",8000000,"low","10-28-2015","10","28","2015"
"418","JARDIN INFANTIL TAI-TAI",419,"Fundación Mi Parque",7000000,"low","01-30-2015","01","30","2015"
"419","OCHOS PLAZAS, REGION METROPOLITANA",420,"Fundación Mi Parque",11200000,"low","08-10-2015","08","10","2015"
"420","PARQUE BERNARDO OHIGGINS LLAY LLAY",421,"Fundación Mi Parque",19826000,"medium","01-23-2015","01","23","2015"
"421","PATIO EDUCATIVO ESCUELA JOSE JOAQUIN
PRIETO, LA PINTANA",422,"Fundación Mi Parque",25570000,"medium","12-04-2015","12","04","2015"
"422","PLAZA EL MOLINO, CASA BLANCA",423,"Fundación Mi Parque",16237500,"medium","06-19-2015","06","19","2015"
"423","PLAZA ESMERALDA, COLINA",424,"Fundación Mi Parque",12000000,"low","12-30-2015","12","30","2015"
"424","PLAZA LIMPIA CENTRO NORTE",425,"Fundación Mi Parque",20147148,"medium","01-27-2015","01","27","2015"
"425","PLAZA LONCURA, QUINTERO",426,"Fundación Mi Parque",27000000,"medium","11-06-2015","11","06","2015"
"426","Parque Las Turbinas",427,"Fundación Mi Parque",77291895,"high","12-09-2015","12","09","2015"
"427","Plaza La Africana",428,"Fundación Mi Parque",3200000,"low","04-02-2015","04","02","2015"
"428","Plazas Deportivas Valparaíso",429,"Fundación Mi Parque",152012679,"high","02-12-2015","02","12","2015"
"429","Recuperación y Habilitación de áreas verdes en quebrada Corvallis y Cantera, Antofagasta",430,"Fundación Mi Parque",247010000,"high","06-15-2015","06","15","2015"
"430","Diseño de arquitectura, ingeniería y
especialidades Alhue",431,"Fundación Minera Yamana",10080000,"low","02-01-2015","02","01","2015"
"431","Fomento a la Cultura y Tradiciones en Alhué",432,"Fundación Minera Yamana",400000,"low","12-29-2015","12","29","2015"
"432","Fomento al desarrollo local en Taltal",433,"Fundación Minera Yamana",24349705,"medium","12-29-2015","12","29","2015"
"433","Fomento al desarrollo y emprendimiento en Alhué",434,"Fundación Minera Yamana",54259593,"high","06-15-2015","06","15","2015"
"434","Gestión e Integración Educativa en Alhué",435,"Fundación Minera Yamana",43127128,"medium","12-01-2015","12","01","2015"
"435","Gestión e Integración Educativa en Taltal",436,"Fundación Minera Yamana",28005477,"medium","12-29-2015","12","29","2015"
"436","Mejoramiento Calidad de Vida de los Habitates de Alhué",437,"Fundación Minera Yamana",55858548,"high","07-22-2015","07","22","2015"
"437","Mejoramiento de la calidad de vida de los habitantes de Tal Tal",438,"Fundación Minera Yamana",43192656,"medium","12-29-2015","12","29","2015"
"438","asa de Acogida e Inclusión para personas con Discapacidad Misión de Amor",439,"Fundación Misión Batuco",55100000,"high","12-21-2015","12","21","2015"
"439","Programa de Apoyo Multidisciplinario",440,"Fundación Más Skate",14000000,"medium","12-15-2015","12","15","2015"
"440","Construcción Nuevo Hogar Buen Camino y Reforzamiento de Intervencion en Niños",441,"Fundación Padre Semeria",6400000,"low","12-18-2015","12","18","2015"
"441","Colegio San Alberto",442,"Fundación Paso a Paso",5890000,"low","08-31-2015","08","31","2015"
"442","Programa Paz Educa",443,"Fundación Paz Ciudadana",15333333,"medium","12-31-2015","12","31","2015"
"443","Programa de Prevención de Violencia Escolar",444,"Fundación Paz Ciudadana",7666667,"low","05-26-2015","05","26","2015"
"444","Centro Diurno",445,"Fundación Rostros Nuevos",120163431,"high","05-31-2015","05","31","2015"
"445","Financiamiento Operación Centro de Rehabilitación Laboral (CRL)",446,"Fundación Rostros Nuevos",9464534,"low","01-31-2015","01","31","2015"
"446","Financiamiento Operación del programa Apoyo familiar (PAFAM)",447,"Fundación Rostros Nuevos",26546837,"medium","01-31-2015","01","31","2015"
"447","Financiamiento Operación del programa Centro de Larga Estadía (CLE)",448,"Fundación Rostros Nuevos",82031000,"high","01-31-2015","01","31","2015"
"448","Hogar Protegido",449,"Fundación Rostros Nuevos",1000000,"low","07-31-2015","07","31","2015"
"449","Proyecto Abtao",450,"Fundación Rostros Nuevos",61300500,"high","06-30-2015","06","30","2015"
"450","Residencia Protegida",451,"Fundación Rostros Nuevos",78829737,"high","05-31-2015","05","31","2015"
"451","Salud Mental",452,"Fundación Rostros Nuevos",160000,"low","05-31-2015","05","31","2015"
"452","Tengo Derecho a Vivir en Familia",453,"Fundación San José Centro de Atención Familiar",43360969,"medium","01-05-2015","01","05","2015"
"453","BIENVENIDA EN LA FRONTERA: PROGRAMA DE ASISTENCIA SOCIO-JURÍDICA",454,"Fundación Servicio Jesuita a Migrantes",40000000,"medium","12-17-2015","12","17","2015"
"454","Programa Integra Chile",455,"Fundación Servicio Jesuita a Migrantes",1379812,"low","01-08-2015","01","08","2015"
"455","Acción Sonrisas: Nuevas sonrisas para nuevos chilenos y chilenas",456,"Fundación Sonrisas",5260176,"low","11-23-2015","11","23","2015"
"456","Desarrollo empresarial para micro y pequeños empresas de las regiones II, III, V, RM",457,"Fundación Technoserve Chile",12095457,"low","06-25-2015","06","25","2015"
"457","Programa de Capactitación y Potenciamiento pa",458,"Fundación Technoserve Chile",413078742,"high","08-26-2015","08","26","2015"
"458","PROYECTO REGIONAL BIO BIO",459,"Fundación Un Techo para Chile",2110000,"low","06-13-2015","06","13","2015"
"459","Proyecto Regional Metropolitano",460,"Fundación Un Techo para Chile",262000000,"high","01-25-2015","01","25","2015"
"460","TRABAJO PERMANENTE DE ORGANIZACIÓN COMUNITARIA EN CAMPAMENTO",461,"Fundación Un Techo para Chile",275688976,"high","01-01-2015","01","01","2015"
"461","Construyendo Nuevos Barrios de Vivienda Social",462,"Fundación Urbanismo Social",132344591,"high","01-30-2015","01","30","2015"
"462","Desarrollo de espacios comunitarios deportivos en cerro navia",463,"Fundación Urbanismo Social",200000000,"high","12-30-2015","12","30","2015"
"463","Mi Barrio Sustentable 2015",464,"Fundación Urbanismo Social",77500000,"high","04-09-2015","04","09","2015"
"464","Empleo con apoyo para personas en situacion de calle de las regiones de: Valparaiso, Santiago y Bio Bio",465,"Fundación de Beneficencia Ayuda y Esperanza",37852049,"medium","01-31-2015","01","31","2015"
"465","Entrega de Creditos y Capacitacion de 20.553 emprendedoras/es de la Zona Norte, V Region, Colina, Lampa y Til Til",466,"Fundación de Beneficencia Ayuda y Esperanza",120216000,"high","03-31-2015","03","31","2015"
"466","Programa de Intermediacion y Acompañamiento Laboral para Colectivos en Desventajas para las regiones de Bio Bio",467,"Fundación de Beneficencia Ayuda y Esperanza",16038022,"medium","08-31-2015","08","31","2015"
"467","Financiamiento Operación Red de Hospederías",468,"Fundación de Beneficencia Hogar de Cristo",28445550,"medium","12-31-2015","12","31","2015"
"468","Financiamiento Residencia Adulto Mayor",469,"Fundación de Beneficencia Hogar de Cristo",5962148851,"high","01-31-2015","01","31","2015"
"469","MEJORAMIENTO Y OPERACIÓN RED CEAM",470,"Fundación de Beneficencia Hogar de Cristo",1500650722,"high","09-30-2015","09","30","2015"
"470","MEJORAMIENTO Y OPERACIÓN RED PADAM",471,"Fundación de Beneficencia Hogar de Cristo",1683121673,"high","09-30-2015","09","30","2015"
"471","Operación y mejoramiento red de Jardines Infantiles y Salas Cunas",472,"Fundación de Beneficencia Hogar de Cristo",105743729,"high","12-31-2015","12","31","2015"
"472","Reparación y Ampliación Jardín Infantil Los Patroncitos de Tocopilla",473,"Fundación de Beneficencia Hogar de Cristo",175000000,"high","12-31-2015","12","31","2015"
"473","Remodelación y ampliación de Centro de Apoyo a la Familia Policlinico El Salto",474,"Fundación de Educación y Desarrollo Social Los Lagos",90000000,"high","02-11-2015","02","11","2015"
"474","Mini Startups: Programa Desarrollo de Competencias de Emprendimiento Innovador en Alumnos y Profesores de Enseñanza Media de la Región de Coquimbo",475,"Fundación del Río Arteaga",6750000,"low","09-30-2015","09","30","2015"
"475","Programa de Emprendimiento para Internos del Centro CIP-CRC en las Compañías, La Serena",476,"Fundación del Río Arteaga",8289910,"low","05-25-2015","05","25","2015"
"476","Programa de Emprendimiento para Internos del Centro Penitenciario de Huachalalume, Región de Coquimbo",477,"Fundación del Río Arteaga",8470000,"low","04-21-2015","04","21","2015"
"477","Construye Tu Futuro",478,"Fundación por una Carrera",22274828,"medium","05-26-2015","05","26","2015"
"478","Residencia María Reina de los Apóstoles",479,"Maria Ayuda Corporación de Beneficencia",113465647,"high","10-05-2015","10","05","2015"
"479","Residencia Mixta María Ayuda Viña",480,"Maria Ayuda Corporación de Beneficencia",14222950,"medium","02-16-2015","02","16","2015"
"480","Residencia Navidad",481,"Maria Ayuda Corporación de Beneficencia",1700000,"low","10-22-2015","10","22","2015"
"481","Residencia Niñas María Ayuda Rancagua",482,"Maria Ayuda Corporación de Beneficencia",73240000,"high","09-23-2015","09","23","2015"
"482","Residencia Nuestra Señora de la Anunciación",483,"Maria Ayuda Corporación de Beneficencia",3344073,"low","10-05-2015","10","05","2015"
"483","Residencia Nuestra Señora de la Esperanza",484,"Maria Ayuda Corporación de Beneficencia",500000,"low","12-09-2015","12","09","2015"
"484","Residencia Padre Hernán",485,"Maria Ayuda Corporación de Beneficencia",30460000,"medium","02-23-2015","02","23","2015"
"485","Residencia San José",486,"Maria Ayuda Corporación de Beneficencia",500000,"low","01-31-2015","01","31","2015"
"486","Residencia Villa Santa María del Bosque",487,"Maria Ayuda Corporación de Beneficencia",515867128,"high","01-28-2015","01","28","2015"
"487","Red Innovacien",488,"ONG Innovacien",9460000,"low","01-09-2015","01","09","2015"
"488","Talleres de educación tecnológica sustentable",489,"ONG La Ruta del Solar",23780000,"medium","05-28-2015","05","28","2015"
"489","CONSTRUYENDO MI FUTURO II: CRECER ESTA EN TUS MANOS",490,"ONG de Desarrollo ANSPAC",36500000,"medium","05-29-2015","05","29","2015"
"490","Construyendo mi Futuro",491,"ONG de Desarrollo ANSPAC",12350000,"low","05-11-2015","05","11","2015"
"491","Beca Social para estudiantes Guaitecas",492,"ONG de Desarrollo Consejo Empresarial de la Educación",41220000,"medium","05-07-2015","05","07","2015"
"492","Red de Formación y Trabajo para el Sur Austral de Chile",493,"ONG de Desarrollo Consejo Empresarial de la Educación",154692955,"high","01-05-2015","01","05","2015"
"493","Unidos por la Salud de los Niños",494,"Patronato Nacional de la Infancia",36276300,"medium","02-04-2015","02","04","2015"
"494","Hogar San Francisco de Borja",495,"Patronato de los Sagrados Corazones",10000000,"low","12-30-2015","12","30","2015"
"495","Atención directa a niños y niñas vulnerada (as) en centro de protección simple. “Residencia Angeles Custodios",496,"Protectora de la Infancia",40000000,"medium","05-27-2015","05","27","2015"
"496","Clinica Siria Movil en tu Colegio: Dientes Sanos, Niños Sanos",497,"Sociedad de Beneficencia La Juventud Homsiense Siria.",12700000,"medium","06-23-2015","06","23","2015"
"497","Derecho a la Educacion para Todos: Mejoramiento y operación de 5 Escuelas de Reinsercion Educativa",498,"nFUteNs DaA laC IFOuNn dEaDcUioCnA ECdIOucNaAcLio SnUaMl SAuTmEate",239881585,"high","01-31-2015","01","31","2015"
"498","Apadrinamiento de niños en alto riesgo social",499,"Asociación Benéfica Cristiana Promotora de Desarrollo Integral",20475629,"medium","04-06-2016","04","06","2016"
"499","Programa Emprende mamá",500,"Asociación de Damas Salesianas",3000000,"low","12-29-2016","12","29","2016"
"500","Proyecto n°2 de Financiamiento de Gasto Operacional de",501,"COANIQUEM",1113313,"low","01-29-2016","01","29","2016"
"501","Casa Escuela Naim",502,"CORPORACIÓN NUESTRA AYUDA INSPIRADA",10000000,"low","09-05-2016","09","05","2016"
"502","Rehabilitación de Personas de Escasos Recursos con Adicción a las Drogas",503,"Casa de Acogida La Esperanza",260290215,"high","01-18-2016","01","18","2016"
"503","Centro de Desarrollo Integral, Sede Colina",504,"Corporación Crece Chile",11450000,"low","05-20-2016","05","20","2016"
"504","Centro de Desarrollo Integral, Sede Maipú",505,"Corporación Crece Chile",1500000,"low","07-13-2016","07","13","2016"
"505","Jardín Infantil Los Manzanos",506,"Corporación Crece Chile",1500000,"low","09-21-2016","09","21","2016"
"506","Optimizacion de la Gestion Integral del Hogar de Proteccion",507,"Corporación Crédito al Menor",237115099,"high","01-30-2016","01","30","2016"
"507","Construcción CREE Cerro Navia",508,"Corporación Educacional Equipo y Excelencia",317748915,"high","04-24-2016","04","24","2016"
"508","Cuidado Infantil Educación y Participación",509,"Corporación Educacional y de Beneficencia Cristo Joven",138053864,"high","04-05-2016","04","05","2016"
"509","Fortalecimiento de una actitud emprendedora en niños, jóvenes y adultos",510,"Corporación Forja Chile",360000,"low","02-26-2016","02","26","2016"
"510","Fortalecimiento de una actitud emprendedora en niños.",511,"Corporación Forja Chile",36470000,"medium","02-26-2016","02","26","2016"
"511","La educación superior se acerca a la Pincoya",512,"Corporación Formando Chile",5000000,"low","10-27-2016","10","27","2016"
"512","CICLOTURISMO  Y AVENTURA EN TIL TIL",513,"Corporación La Montaña",3862236,"low","04-27-2016","04","27","2016"
"513","Descubriendo la naturaleza de Til Til",514,"Corporación La Montaña",300371,"low","04-27-2016","04","27","2016"
"514","Perros de Asistencia Judicial en Tribunales",515,"Corporación Nacional de Fomento a la integracion Animal en la Rehabilitacion (CONFIAR)",60001154,"high","05-30-2016","05","30","2016"
"515","Apoyo Emocional a Mujeres con Cáncer de Mama",516,"Corporación Yo Mujer",83960795,"high","01-05-2016","01","05","2016"
"516","Centro de Diagnostico Renal infantil MATER",517,"Corporación de Ayuda al Niño Enfermo Renal Mater",392939418,"high","03-09-2016","03","09","2016"
"517","Terapeuta Ocupacional para mejorar el desarrollo",518,"Corporación de Beneficencia Niños de Puerto",742448,"low","10-20-2016","10","20","2016"
"518","Fortalecimiento Organizaciones Sociales que prestan servicios a Personas de Escasos Recursos",519,"Corporación de Organizaciones Solidarias",29500210,"medium","08-17-2016","08","17","2016"
"519","Implementación del Centro de Rehabilitación Comunitario de la Corporación A.M.A.R.",520,"Corporación de la Discapacidad de San Jaoquín, A.M.A.R.",3200000,"low","02-04-2016","02","04","2016"
"520","PREVENIR EDUCANDO",521,"F.RUPERTO LECAROS I.",7800000,"low","01-04-2016","01","04","2016"
"521","PREVENIR EDUCANDO DOS",522,"F.RUPERTO LECAROS I.",13000000,"medium","08-02-2016","08","02","2016"
"522","Academia De Verano",523,"FUNDACION CONSEJO DE CURSO",12500000,"medium","11-30-2016","11","30","2016"
"523","DESARROLLO DE BIBLIOTECAS DE AULA CREATIVAS",524,"FUNDACION HILA",6000000,"low","12-28-2016","12","28","2016"
"524","INTERESCOLAR INCLUSIVO",525,"FUNDACION INCLUYAMOS",21000000,"medium","11-17-2016","11","17","2016"
"525","APOYO AL EMPRENDIMIENTO AGROPECUARIO DE 30",526,"FUNDACION LIDERANDO EMPREDIMIENTO",139134255,"high","11-18-2016","11","18","2016"
"526","Apoyo a la Artesanía Mapuche",527,"FUNDACION LIDERANDO EMPREDIMIENTO",52780222,"high","09-09-2016","09","09","2016"
"527","Cancha de Futbolito Escuela Basica Charruna",528,"FUNDACION LIDERANDO EMPREDIMIENTO",14055090,"medium","05-27-2016","05","27","2016"
"528","Circuito Vital",529,"FUNDACION LIDERANDO EMPREDIMIENTO",16414182,"medium","06-17-2016","06","17","2016"
"529","RECUPERACION DE LA RUTA FLUVIAL DEL RIO IMPERIAL",530,"FUNDACION LIDERANDO EMPREDIMIENTO",36043089,"medium","11-18-2016","11","18","2016"
"530","SEDE SOCIAL Y RECICLAJE COMUNITARIO",531,"FUNDACION LIDERANDO EMPREDIMIENTO",29296167,"medium","10-12-2016","10","12","2016"
"531","Educación Financiera en microcampamentos",532,"FUNDACION TRABAJO EN LA CALLE",2220000,"low","08-30-2016","08","30","2016"
"532","Prerograma de Intervencion en adolescentes y jovenes en",533,"Fundacion Abrazarte",1100000,"low","12-01-2016","12","01","2016"
"533","Programa de Intervencion en adolescentes y jovenes en",534,"Fundacion Abrazarte",26750000,"medium","01-06-2016","01","06","2016"
"534","Manejo integral de heridas, mejorando la calidad de vida de los niños con Piel de Cristal",535,"Fundacion Uniendo Mundos SS.CC",21381798,"medium","01-15-2016","01","15","2016"
"535","Somos Inclusión",537,"Fundación Abrazo Fraterno",17860310,"medium","10-23-2016","10","23","2016"
"536","Centro Diurno de Rehabilitación para Personas en Situación de Discapacidad",539,"Fundación Amigos de Jesús",46714695,"medium","06-14-2016","06","14","2016"
"537","Centro Diurno de Rehabilitación para niños, niñas, jóvenes y adultos en situación de discapacidad",540,"Fundación Amigos de Jesús",32371166,"medium","01-28-2016","01","28","2016"
"538","Agua Potable Callaqui",541,"Fundación Amulén",200000000,"high","12-22-2016","12","22","2016"
"539","Desarrollo Proyecto Agua Potable Callaqui",542,"Fundación Amulén",57000000,"high","05-03-2016","05","03","2016"
"540","Mejorando las residencias de protección, para personas con Discapacidad Intelectual de la Fundación Coanil",543,"Fundación COANIL",24671564,"medium","12-29-2016","12","29","2016"
"541","Activarse",544,"Fundación Casa de la Paz",47028737,"medium","07-18-2016","07","18","2016"
"542","Programa Educacione para el Desarrollo",545,"Fundación Casa de la Paz",31100545,"medium","05-13-2016","05","13","2016"
"543","Luminarias Quilleco",546,"Fundación Colbún",56724947,"high","09-02-2016","09","02","2016"
"544","Inclusión socio laboral de personas en situación de",547,"Fundación Con Trabajo",35167000,"medium","03-14-2016","03","14","2016"
"545","Reforzamiento de las acciones de Fundación Cristo Vive (FCV), destinadas a la superación de la pobreza de sectores vulnerables de la Región Metropolitana, a través de la reestructuración y modernización de la Administración Central de la institución",548,"Fundación Cristo Vive",57883619,"high","04-12-2016","04","12","2016"
"546","Manejo integral de heridas, mejorando la calidad de vida de los niños con Piel de Cristal",549,"Fundación Debra Chile",30519439,"medium","01-04-2016","01","04","2016"
"547","Fondo Descúbreme",550,"Fundación Descúbreme",150000000,"high","02-01-2016","02","01","2016"
"548","PROGRAMA EMPRESA INCLUSIVA ANTOFAGASTA",551,"Fundación Descúbreme",67200000,"high","06-01-2016","06","01","2016"
"549","Rescate Lector",552,"Fundación Educacional AraucaníAprende",50500000,"medium","01-05-2016","01","05","2016"
"550","Programa de Becas CFT (Centros de Formación Técnica) para ex alumnos de Belén Educa",553,"Fundación Educacional Belén",10000000,"low","07-25-2016","07","25","2016"
"551","Jardín Infantíl y Centro de Familia Colina",554,"Fundación Educacional Choshuenco",127051612,"high","02-29-2016","02","29","2016"
"552","Parent Child Home Program",555,"Fundación Educacional Choshuenco",54000000,"high","12-28-2016","12","28","2016"
"553","QUIK Los Nidos",556,"Fundación Educacional Choshuenco",27578388,"medium","12-15-2016","12","15","2016"
"554","QUIK San Antonio / Cartagena",557,"Fundación Educacional Choshuenco",43020000,"medium","07-18-2016","07","18","2016"
"555","Programa de Lectro-Escritura comprensiva Primero Lee",558,"Fundación Educacional Crecer con Todos",96450000,"high","04-27-2016","04","27","2016"
"556","Apoyo en Infraestructura para lograr Educación de Calidad",559,"Fundación Educacional Educa Araucanía",51000000,"medium","12-30-2016","12","30","2016"
"557","Red 50.1",560,"Fundación Educación 2020",78500000,"high","08-17-2016","08","17","2016"
"558","Red 50.3",561,"Fundación Educación 2020",36000000,"medium","07-26-2016","07","26","2016"
"559","Hopitamagia",562,"Fundación Educándonos",16955000,"medium","04-27-2016","04","27","2016"
"560","Chiloe Natural: Educación Ambiental para el Desarrollo",563,"Fundación Emprépolis",6305000,"low","12-22-2016","12","22","2016"
"561","Mini Startups: Programa Desarrollo de Competencias de Emprendimiento Innovador en Alumnos y Profesores de Enseñanza Media de la Región de Coquimbo",564,"Fundación Emprépolis",23265000,"medium","12-22-2016","12","22","2016"
"562","Programa de Emprendimiento para Internos del Centro CIP-CRC en las Compañías, La Serena",565,"Fundación Emprépolis",8289910,"low","12-22-2016","12","22","2016"
"563","Programa de Emprendimiento para Internos del Complejo",566,"Fundación Emprépolis",8470000,"low","12-22-2016","12","22","2016"
"564","Social Co-Work Emprépolis",567,"Fundación Emprépolis",29800000,"medium","12-22-2016","12","22","2016"
"565","Formación y acompañamiento de profesionales de Enseña Chile para el trabajo en colegios vulnerables",568,"Fundación Enseña Chile",598913000,"high","02-01-2016","02","01","2016"
"566","Fútbol Más 2018",569,"Fundación Grandes Valores",670314155,"high","01-12-2016","01","12","2016"
"567","Atención integral a lactantes y párvulos vulnerados en sus",570,"Fundación Hogar Esperanza",86741466,"high","01-19-2016","01","19","2016"
"568","Atención multidisciplinaria a lactantes y preescolares vulnerados en sus derechos",571,"Fundación Hogar Esperanza",5000000,"low","01-04-2016","01","04","2016"
"569","Jardin Terapeutico",572,"Fundación Ilumina",34544017,"medium","03-21-2016","03","21","2016"
"570","Naturalizar Educativamente jardines Infantiles Etapa V",573,"Fundación Ilumina",109549183,"high","11-29-2016","11","29","2016"
"571","Primavera del Cottolengo Etapa IV",574,"Fundación Ilumina",30327502,"medium","12-19-2016","12","19","2016"
"572","Habilitación de Áreas Verdes Hospital Salvador",575,"Fundación Inspira",10436800,"low","05-18-2016","05","18","2016"
"573","Crecer Jugando",576,"Fundación Juguemos con Nuestros con Hijos",4198800,"low","11-10-2016","11","10","2016"
"574","Gestión y Acompañamiento Proyectos América Solidaria",577,"Fundación Jóvenes por una América Solidaria",4426000,"low","09-20-2016","09","20","2016"
"575","Beca Licán: Un Apoyo económico y social para alumnos de",578,"Fundación Licán",19429939,"medium","12-28-2016","12","28","2016"
"576","Acogida a niños enfermos de regiones, en hogares M.J, S.R y R.P",579,"Fundación María Jesús Vergara",1180000,"low","04-20-2016","04","20","2016"
"577","Areas Verdes Educativas",580,"Fundación Mi Parque",43500000,"medium","10-19-2016","10","19","2016"
"578","Construcción Proyecto Plan Maestro, Huertos familiares",581,"Fundación Mi Parque",102573684,"high","05-02-2016","05","02","2016"
"579","JARDÍN INFANTIL LAS AZUCENAS-HUECHURABA",582,"Fundación Mi Parque",9560000,"low","06-22-2016","06","22","2016"
"580","JARDÍN INFANTIL RAYÉN VALPARAÍSO",583,"Fundación Mi Parque",13510000,"medium","12-19-2016","12","19","2016"
"581","JARDÍN MADRE DE LA ESPERANZA-HUECHURABA",584,"Fundación Mi Parque",7000000,"low","04-08-2016","04","08","2016"
"582","Jardines Infantiles Región Metropolitana",585,"Fundación Mi Parque",68300000,"high","10-07-2016","10","07","2016"
"583","PATIOS EDUCATIVOS 2 ESCUELAS SIP",586,"Fundación Mi Parque",46000000,"medium","08-09-2016","08","09","2016"
"584","PATIOS EDUCATIVOS J.I. GOTITA DE AMOR",587,"Fundación Mi Parque",18000000,"medium","09-02-2016","09","02","2016"
"585","PLAN ÁEREAS VERDES CANELA",588,"Fundación Mi Parque",127030000,"high","08-12-2016","08","12","2016"
"586","PLAZA VILLA SANTA RAQUEL. LA FLORIDA",589,"Fundación Mi Parque",15000000,"medium","11-04-2016","11","04","2016"
"587","PLAZAS LOS VILOS",590,"Fundación Mi Parque",402741000,"high","08-12-2016","08","12","2016"
"588","Parque Las Turbinas",591,"Fundación Mi Parque",71448142,"high","01-08-2016","01","08","2016"
"589","Plazas Región Metropolitana",592,"Fundación Mi Parque",106617944,"high","01-01-2016","01","01","2016"
"590","RECUPERACIÓN PARQUE LAS HIGUERAS",593,"Fundación Mi Parque",8495000,"low","08-04-2016","08","04","2016"
"591","Recuperación del Parque Huertos Familiares",594,"Fundación Mi Parque",110170000,"high","01-01-2016","01","01","2016"
"592","Apoyo a Gestión e Integración Educativa en Alhué",595,"Fundación Minera Yamana",17247709,"medium","12-28-2016","12","28","2016"
"593","Bienestar. Salud y recreación para los habitantes de Alhué",596,"Fundación Minera Yamana",39215982,"medium","10-28-2016","10","28","2016"
"594","Fomento a la Cultura y Tradiciones en Alhué",597,"Fundación Minera Yamana",25313533,"medium","08-17-2016","08","17","2016"
"595","Fomento al desarrollo y emprendimiento Taltal",598,"Fundación Minera Yamana",9785469,"low","08-17-2016","08","17","2016"
"596","Fomento al desarrollo y emprendimiento en Alhué",599,"Fundación Minera Yamana",17222574,"medium","09-09-2016","09","09","2016"
"597","Gestión e Integración Educativa en Alhué",600,"Fundación Minera Yamana",22747822,"medium","04-25-2016","04","25","2016"
"598","Gestión e Integración Educativa en Taltal",601,"Fundación Minera Yamana",11004956,"low","12-15-2016","12","15","2016"
"599","Mejoramiento de la calidad de vida de los habitantes de Tal Tal",602,"Fundación Minera Yamana",25636287,"medium","08-08-2016","08","08","2016"
"600","Casa de Acogida e Inclusión para personas con Discapacidad Misión de Amor",603,"Fundación Misión Batuco",16100000,"medium","12-16-2016","12","16","2016"
"601","Con Deporte. Decimos no a la Deserción Escolar",604,"Fundación Misión Batuco",7500000,"low","12-30-2016","12","30","2016"
"602","Programa de Apoyo Multidisciplinario",606,"Fundación Más Skate",27000000,"medium","03-29-2016","03","29","2016"
"603","Becas 2016 Gánale a la vida",607,"Fundación Niño y Cáncer",3104000,"low","01-07-2016","01","07","2016"
"604","Cena de Navidad",608,"Fundación Niño y Cáncer",4412233,"low","11-18-2016","11","18","2016"
"605","Montaña de la Alegria, Taller de esqui",609,"Fundación Niño y Cáncer",1500000,"low","07-29-2016","07","29","2016"
"606","Alimentación Complementaria para niños enfermos de",610,"Fundación Nuestros Hijos",35370755,"medium","04-19-2016","04","19","2016"
"607","Instalación de placas en Cobre con elementos manipulados",611,"Fundación Nuestros Hijos",15000000,"medium","07-29-2016","07","29","2016"
"608","Manejo integral de heridas, mejorando la calidad de vida de los niños con Piel de Cristal",612,"Fundación Nuestros Hijos",46229381,"medium","04-19-2016","04","19","2016"
"609","Construcción Nuevo Hogar Buen Camino y Reforzamiento de Intervencion en Niños",613,"Fundación Padre Semeria",81900000,"high","01-29-2016","01","29","2016"
"610","Colegio San Alberto",614,"Fundación Paso a Paso",12869544,"medium","01-15-2016","01","15","2016"
"611","Programa Paz Educa",615,"Fundación Paz Ciudadana",25099998,"medium","05-05-2016","05","05","2016"
"612","Impulsar las actividades de Desarrollo Personal y",616,"Fundación RECCA",9050000,"low","12-27-2016","12","27","2016"
"613","Tengo Derecho a Vivir en Familia",617,"Fundación San José Centro de Atención Familiar",72304414,"high","01-04-2016","01","04","2016"
"614","Capacitación en talleres integrales de oficio a NNA que",618,"Fundación Sentido",11000000,"low","06-28-2016","06","28","2016"
"615","BIENVENIDA EN LA FRONTERA: PROGRAMA DE ASISTENCIA SOCIO-JURÍDICA",619,"Fundación Servicio Jesuita a Migrantes",8000000,"low","12-30-2016","12","30","2016"
"616","Programa Integra Chile",620,"Fundación Servicio Jesuita a Migrantes",15645564,"medium","01-08-2016","01","08","2016"
